"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Constituency","Image","Completion Date","Amount Disbursed ( ₹ )"
"2004","Normal/Others","WS/MP18138/2024-2025/143314-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","PCC Flooring at national Highway to Near LH Muanchhana's House","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2005","Normal/Others","WS/MP18213/2024-2025/155769-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat sailar ke nagala kisi mein Maijpal ke ghar ke pass chaurahe par Mo 9149160341","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2006","Normal/Others","WS/MP18138/2024-2025/143313-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of PCC Flooring at Don Bosco School Road","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2007","Normal/Others","WS/MP18138/2024-2025/143312-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of PCC Flooring at Ramhlun veng","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2008","Normal/Others","WS/MP18138/2024-2025/143311-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of PCC Flooring","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2009","Normal/Others","WS/MP18213/2024-2025/155770-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat Jitauli mein ramnagar mod, Sandeep Yadav , Mo 9368253481","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2010","Normal/Others","WS/MP18138/2024-2025/143319-Construction of public libraries and reading rooms","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of Information Centre cum Library","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","18-Jun-2025","1250000"
"2011","Normal/Others","WS/MP18138/2024-2025/143318-Construction of boundary walls of existing public and community buildings","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of Retaining Wall near Volleyball Court","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2012","Normal/Others","WS/MP18213/2024-2025/155771-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat imilaya mein Jaipraksh ke ghar ke pass tirahe par, Mo 9412511004.","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2013","Normal/Others","WS/MP18138/2024-2025/143317-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of PCC Flooring on Tuivai road","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","300000"
"2014","Normal/Others","WS/MP18213/2024-2025/155772-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat chilamapur ke nagala chooraman mein Suresh ke ghar ke pass chaurahe par Mo 805774698","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2015","Normal/Others","WS/MP18138/2024-2025/143316-Construction of boundary walls of existing public and community buildings","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of Retaining wall Near SS Hall","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2016","Normal/Others","WS/MP859/2024-2025/150950-Street lights","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","ELECRTICAL WORKS FOR SUPPLY, DELIVERY & ISTALLATION OF 1NO 12.5 MTR POLYGONEL HIGH MAST TOWER LED LIGHT SYSTEM ( HAVING 8 NOS 150W FLOOD LIGHT LED LUMINAILRES ) WITH 24 HR & TWILLIGHT DUAL CHANNEL OPERATION COMPRISING MOTOR OPERATED LANTERN CARRIAGE LOWRING & UPPERING TECHNOLOGY INCORPORATED FOR PLACE IN HOOGHLY AT CHANDITALA M9 BUS STAND  UNDER BARIJHATI G.P CHANDITALA – II PANCHAYAT SAMITI, DIST- HOOGHLY.","Kalyan Banerjee","SREERAMPUR","Images","10-Mar-2025","280859"
"2017","Normal/Others","WS/MP18213/2024-2025/155773-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat nagala qazi mein Ch Lakhan Singh Inter College gate par ,Mo9927555542.","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2018","Normal/Others","WS/MP18138/2024-2025/143324-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of PCC Flooring at Tinghmun","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2019","Normal/Others","WS/MP18138/2024-2025/143323-Construction of boundary walls of existing public and community buildings","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of Retaining wall near Sub Centre, Upper Sakawrdai","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","07-Jul-2025","250000"
"2020","Normal/Others","WS/MP18213/2024-2025/155774-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat senakalan mein nagala suwan mein beech tiraha par , Vinod Yadav Mo 9927555542","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2021","Normal/Others","WS/MP18138/2024-2025/143322-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of PCC Flooring at Govt. Primary School Road","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","07-Jul-2025","250000"
"2022","Normal/Others","WS/MP859/2024-2025/150949-Street lights","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","ELECRTICAL WORKS FOR SUPPLY, DELIVERY & ISTALLATION OF 1NO 12.5 MTR POLYGONEL HIGH MAST TOWER LED LIGHT SYSTEM ( HAVING 8 NOS 150W FLOOD LIGHT LED LUMINAILRES ) WITH 24 HR & TWILLIGHT DUAL CHANNEL OPERATION COMPRISING MOTOR OPERATED LANTERN CARRIAGE LOWRING & UPPERING TECHNOLOGY INCORPORATED FOR PLACE IN HOOGHLY","Kalyan Banerjee","SREERAMPUR","Images","10-Mar-2025","280779"
"2023","Normal/Others","WS/MP18138/2024-2025/143321-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Road Extension on Field Peng road","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","23-Sep-2025","300000"
"2024","Normal/Others","WS/MP18213/2024-2025/155775-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat rijor mein chandi mandir rijor ibrahim nagariya tiraha Mo 9457073071","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2025","Normal/Others","WS/MP18138/2024-2025/143328-Construction of road under bridge","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Approach road to Tuivai River under Tuivai Bridge","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","Images","13-Mar-2025","1500000"
"2026","Normal/Others","WS/MP18138/2024-2025/143327-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of road at Barika","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","07-Jul-2025","250000"
"2027","Normal/Others","WS/MP859/2024-2025/150956-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","CONSTRUCTION  OF CEMENT CONCRETE ROAD BETWEEN PWD ROAD DEBASIS MAITY TO TARAMATALA ROAD AT CHANDITALA G.P UNDER  CHANDITALA – II PANCHAYAT SAMITI, DIST- HOOGHLY.","Kalyan Banerjee","SREERAMPUR","Images","25-Sep-2025","802038"
"2028","Normal/Others","WS/MP18138/2024-2025/143326-Construction of common work sheds/ common covered sitting area","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of Waiting Shed at Palsang","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
"2029","Normal/Others","WS/MP18213/2024-2025/155776-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","gram panchayat sheelampura gadiayan mein badan singh ke ghar ke pass tiraha par , Mo 7017646592.","DEVESH SHAKYA","ETAH","N/A","13-May-2025","240689"
"2030","Normal/Others","WS/MP18138/2024-2025/143325-Construction of roads, link roads, pathways or any other road with or without drainage system","Mizoram","AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA)","Construction of PCC Flooring at Thlanmual Road, Zokhawthiang","RICHARD VANLALHMANGAIHA","MIZORAM (ST)","N/A","16-May-2025","250000"
